PWM値	ロリコン値	ロリコン速度	ロリコン速度(30区間平均)	ロリコン速度(50区間平均)
40040	3397	3	2.903225806	2.795918367
40060	3400	5	2.903225806	2.816326531
40080	3405	4	2.870967742	2.795918367
40100	3409	2	2.838709677	2.775510204
40120	3411	2	2.806451613	2.795918367
40140	3413	4	2.806451613	2.836734694
40160	3417	4	2.741935484	2.836734694
40180	3421	2	2.677419355	2.816326531
40200	3423	2	2.677419355	2.857142857
40220	3425	2	2.677419355	2.897959184
40240	3427	2	2.677419355	2.897959184
40260	3429	3	2.677419355	2.897959184
40280	3432	2	2.64516129	2.897959184
40300	3434	2	2.64516129	2.93877551
40320	3436	2	2.677419355	2.979591837
40340	3438	2	2.741935484	2.979591837
40360	3440	3	2.806451613	2.979591837
40380	3443	4	2.838709677	2.979591837
40400	3447	4	2.806451613	2.979591837
40420	3451	4	2.806451613	2.93877551
40440	3455	2	2.806451613	2.918367347
40460	3457	2	2.838709677	2.959183673
40480	3459	3	2.870967742	2.959183673
40500	3462	4	2.903225806	2.959183673
40520	3466	4	2.903225806	2.918367347
40540	3470	2	2.870967742	2.897959184
40560	3472	3	2.935483871	2.897959184
40580	3475	4	2.967741935	2.87755102
40600	3479	2	2.903225806	2.836734694
40620	3481	4	2.903225806	2.836734694
40640	3485	2	2.870967742	2.836734694
40660	3487	3	2.935483871	2.857142857
40680	3490	4	2.967741935	2.87755102
40700	3494	3	2.903225806	2.87755102
40720	3497	1	2.870967742	2.897959184
40740	3498	2	2.935483871	2.918367347
40760	3500	2	3	2.959183673
40780	3502	2	3	3
40800	3504	2	3.032258065	3
40820	3506	2	3.096774194	3
40840	3508	2	3.096774194	3
40860	3510	2	3.129032258	3
40880	3512	2	3.129032258	3.040816327
40900	3514	2	3.161290323	3.040816327
40920	3516	3	3.161290323	3.040816327
40940	3519	4	3.129032258	3.020408163
40960	3523	4	3.064516129	2.979591837
40980	3527	4	3	2.959183673
41000	3531	3	3	2.93877551
41020	3534	4	3	2.959183673
41040	3538	4	3	2.918367347
41060	3542	3	3	2.87755102
41080	3545	3	3.032258065	2.857142857
41100	3548	4	3	2.836734694
41120	3552	4	3	2.795918367
41140	3556	3	3	2.795918367
41160	3559	4	2.967741935	2.795918367
41180	3563	4	2.903225806	2.795918367
41200	3567	2	2.838709677	2.795918367
41220	3569	2	2.838709677	2.795918367
41240	3571	3	2.903225806	2.795918367
41260	3574	4	2.870967742	2.795918367
41280	3578	4	2.806451613	2.755102041
41300	3582	2	2.741935484	2.693877551
41320	3584	2	2.741935484	2.734693878
41340	3586	3	2.774193548	2.734693878
41360	3589	4	2.774193548	2.693877551
41380	3593	2	2.774193548	2.693877551
41400	3595	3	2.774193548	2.734693878
41420	3598	4	2.741935484	2.734693878
41440	3602	2	2.677419355	2.653061224
41460	3604	3	2.677419355	2.673469388
41480	3607	2	2.64516129	2.734693878
41500	3609	3	2.709677419	2.734693878
41520	3612	2	2.709677419	2.714285714
41540	3614	2	2.774193548	2.755102041
41560	3616	2	2.838709677	2.775510204
41580	3618	2	2.838709677	2.775510204
41600	3620	4	2.838709677	2.795918367
41620	3624	3	2.806451613	2.795918367
41640	3627	4	2.774193548	2.795918367
41660	3631	4	2.677419355	2.795918367
41680	3635	4	2.677419355	2.795918367
41700	3639	2	2.612903226	2.755102041
41720	3641	4	2.580645161	2.755102041
41740	3645	4	2.580645161	2.714285714
41760	3649	2	2.580645161	2.673469388
41780	3651	2	2.612903226	2.673469388
41800	3653	2	2.548387097	2.632653061
41820	3655	2	2.580645161	2.673469388
41840	3657	4	2.709677419	2.693877551
41860	3661	2	2.64516129	2.673469388
41880	3663	2	2.64516129	2.714285714
41900	3665	2	2.709677419	2.714285714
41920	3667	2	2.741935484	2.714285714
41940	3669	3	2.741935484	2.714285714
41960	3672	3	2.741935484	2.734693878
41980	3675	4	2.774193548	2.734693878
42000	3679	2	2.741935484	2.734693878
42020	3681	2	2.806451613	2.775510204
42040	3683	2	2.870967742	2.775510204
42060	3685	2	2.870967742	2.795918367
42080	3687	2	2.870967742	2.836734694
42100	3689	4	2.870967742	2.836734694
42120	3693	3	2.806451613	2.775510204
42140	3696	4	2.774193548	2.795918367
42160	3700	4	2.64516129	2.755102041
42180	3704	2	2.64516129	2.734693878
42200	3706	2	2.677419355	2.775510204
42220	3708	3	2.709677419	2.816326531
42240	3711	2	2.741935484	2.836734694
42260	3713	1	2.741935484	2.836734694
42280	3714	4	2.774193548	2.857142857
42300	3718	2	2.709677419	2.857142857
42320	3720	1	2.774193548	2.897959184
42340	3721	4	2.838709677	2.959183673
42360	3725	4	2.838709677	2.959183673
42380	3729	3	2.838709677	2.93877551
42400	3732	0	2.806451613	2.959183673
42420	3732	3	2.903225806	3.040816327
42440	3735	6	2.935483871	3.06122449
42460	3741	2	2.806451613	2.979591837
42480	3743	2	2.774193548	2.979591837
42500	3745	4	2.838709677	2.979591837
42520	3749	3	2.774193548	2.93877551
42540	3752	2	2.774193548	2.918367347
42560	3754	3	2.838709677	2.918367347
42580	3757	4	2.870967742	2.897959184
42600	3761	3	2.870967742	2.836734694
42620	3764	4	2.838709677	2.836734694
42640	3768	4	2.774193548	2.816326531
42660	3772	2	2.774193548	2.816326531
42680	3774	2	2.838709677	2.816326531
42700	3776	2	2.903225806	2.816326531
42720	3778	2	2.967741935	2.816326531
42740	3780	2	3	2.816326531
42760	3782	0	3.064516129	2.816326531
42780	3782	4	3.193548387	2.897959184
42800	3786	3	3.193548387	2.87755102
42820	3789	3	3.161290323	2.897959184
42840	3792	4	3.129032258	2.918367347
42860	3796	2	3.064516129	2.918367347
42880	3798	2	3.064516129	2.918367347
42900	3800	2	3.064516129	2.897959184
42920	3802	4	3.064516129	2.93877551
42940	3806	3	3	2.93877551
42960	3809	4	2.935483871	2.918367347
42980	3813	4	2.903225806	2.897959184
43000	3817	2	2.870967742	2.897959184
43020	3819	3	2.935483871	2.897959184
43040	3822	4	2.903225806	2.897959184
43060	3826	2	2.838709677	2.897959184
43080	3828	1	2.838709677	2.918367347
43100	3829	4	2.870967742	2.959183673
43120	3833	2	2.806451613	2.959183673
43140	3835	3	2.870967742	3
43160	3838	4	2.870967742	2.979591837
43180	3842	4	2.870967742	2.93877551
43200	3846	4	2.870967742	2.897959184
43220	3850	2	2.870967742	2.857142857
43240	3852	2	2.870967742	2.857142857
43260	3854	4	2.838709677	2.857142857
43280	3858	4	2.838709677	2.816326531
43300	3862	4	2.838709677	2.795918367
43320	3866	4	2.774193548	2.795918367
43340	3870	3	2.741935484	2.775510204
43360	3873	4	2.774193548	2.775510204
43380	3877	4	2.709677419	2.775510204
43400	3881	4	2.677419355	2.734693878
43420	3885	2	2.677419355	2.714285714
43440	3887	2	2.709677419	2.693877551
43460	3889	2	2.741935484	2.734693878
43480	3891	2	2.806451613	2.775510204
43500	3893	2	2.870967742	2.775510204
43520	3895	2	2.870967742	2.775510204
43540	3897	2	2.870967742	2.816326531
43560	3899	1	2.870967742	2.857142857
43580	3900	3	2.903225806	2.897959184
43600	3903	3	2.870967742	2.918367347
43620	3906	4	2.838709677	2.93877551
43640	3910	2	2.774193548	2.93877551
43660	3912	2	2.806451613	2.93877551
43680	3914	2	2.870967742	2.93877551
43700	3916	2	2.903225806	2.93877551
43720	3918	2	2.935483871	2.959183673
43740	3920	4	3	3
43760	3924	3	2.935483871	2.959183673
43780	3927	4	2.935483871	2.979591837
43800	3931	4	2.838709677	2.93877551
43820	3935	4	2.838709677	2.897959184
43840	3939	2	2.838709677	2.87755102
43860	3941	1	2.838709677	2.918367347
43880	3942	4	2.870967742	3
43900	3946	4	2.870967742	3
43920	3950	2	2.870967742	2.93877551
43940	3952	3	2.903225806	2.959183673
43960	3955	4	2.935483871	2.93877551
43980	3959	2	2.935483871	2.897959184
44000	3961	3	3	2.897959184
44020	3964	4	2.967741935	2.87755102
44040	3968	3	2.903225806	2.836734694
44060	3971	3	2.870967742	2.816326531
44080	3974	4	2.870967742	2.836734694
44100	3978	4	2.870967742	2.836734694
44120	3982	2	2.806451613	2.795918367
44140	3984	2	2.870967742	2.836734694
44160	3986	2	2.870967742	2.857142857
44180	3988	2	2.870967742	2.897959184
44200	3990	2	2.903225806	2.93877551
44220	3992	2	2.967741935	2.918367347
44240	3994	2	3.064516129	2.918367347
44260	3996	3	3.129032258	2.918367347
44280	3999	4	3.064516129	2.918367347
44300	4003	3	3.032258065	2.897959184
44320	4006	3	3	2.897959184
44340	4009	4	2.967741935	2.897959184
44360	4013	2	2.903225806	2.897959184
44380	4015	3	2.903225806	2.897959184
44400	4018	1	2.870967742	2.87755102
44420	4019	4	2.903225806	2.897959184
44440	4023	4	2.903225806	2.897959184
44460	4027	2	2.903225806	2.87755102
44480	4029	2	2.903225806	2.897959184
44500	4031	4	2.967741935	2.93877551
44520	4035	4	2.935483871	2.897959184
44540	4039	3	2.935483871	2.857142857
44560	4042	4	2.967741935	2.87755102
44580	4046	4	2.870967742	2.857142857
44600	4050	4	2.806451613	2.857142857
44620	4054	2	2.741935484	2.816326531
44640	4056	2	2.774193548	2.816326531
44660	4058	2	2.806451613	2.836734694
44680	4060	3	2.838709677	2.857142857
44700	4063	4	2.838709677	2.87755102
44720	4067	2	2.838709677	2.836734694
44740	4069	4	2.838709677	2.857142857
44760	4073	2	2.774193548	2.836734694
44780	4075	2	2.774193548	2.857142857
44800	4077	3	2.838709677	2.897959184
44820	4080	4	2.838709677	2.918367347
44840	4084	5	2.806451613	2.918367347
44860	4089	4	2.774193548	2.897959184
44880	4093	1	2.709677419	2.897959184
44900	4094	3	2.741935484	2.918367347
44920	4097	2	2.774193548	2.897959184
44940	4099	2	2.806451613	2.93877551
44960	4101	2	2.870967742	2.979591837
44980	4103	2	2.870967742	3.020408163
45000	4105	2	2.870967742	3.06122449
45020	4107	2	2.903225806	3.081632653
45040	4109	4	2.935483871	3.12244898
45060	4113	4	2.935483871	3.040816327
45080	4117	2	2.870967742	3
45100	4119	4	2.903225806	3.040816327
45120	4123	3	2.870967742	3.020408163
45140	4126	4	2.870967742	3.040816327
45160	4130	4	2.870967742	3.040816327
45180	4134	1	2.870967742	3
45200	4135	2	2.967741935	3.020408163
45220	4137	2	3.032258065	3.020408163
45240	4139	3	3.096774194	3.06122449
45260	4142	3	3.064516129	3.06122449
45280	4145	3	3.032258065	3.081632653
45300	4148	3	3.064516129	3.102040816
45320	4151	4	3.096774194	3.12244898
45340	4155	2	3.096774194	3.081632653
45360	4157	2	3.161290323	3.102040816
45380	4159	2	3.193548387	3.142857143
45400	4161	4	3.258064516	3.142857143
45420	4165	3	3.129032258	3.12244898
45440	4168	3	3.096774194	3.142857143
45460	4171	4	3.129032258	3.163265306
45480	4175	2	3.096774194	3.12244898
45500	4177	2	3.161290323	3.163265306
45520	4179	4	3.225806452	3.204081633
45540	4183	3	3.161290323	3.183673469
45560	4186	4	3.129032258	3.224489796
45580	4190	2	3.064516129	3.224489796
45600	4192	2	3.129032258	3.265306122
45620	4194	3	3.161290323	3.285714286
45640	4197	3	3.193548387	3.285714286
45660	4200	4	3.225806452	3.306122449
45680	4204	2	3.225806452	3.285714286
45700	4206	3	3.225806452	3.326530612
45720	4209	3	3.225806452	3.346938776
45740	4212	3	3.258064516	3.326530612
45760	4215	4	3.225806452	3.326530612
45780	4219	4	3.193548387	3.326530612
45800	4223	4	3.193548387	3.326530612
45820	4227	4	3.193548387	3.326530612
45840	4231	4	3.129032258	3.326530612
45860	4235	2	3.129032258	3.326530612
45880	4237	2	3.193548387	3.367346939
45900	4239	4	3.225806452	3.387755102
45920	4243	4	3.258064516	3.387755102
45940	4247	4	3.258064516	3.387755102
45960	4251	4	3.258064516	3.346938776
45980	4255	3	3.225806452	3.306122449
46000	4258	4	3.225806452	3.285714286
46020	4262	0	3.225806452	3.244897959
46040	4262	2	3.322580645	3.306122449
46060	4264	4	3.387096774	3.326530612
46080	4268	3	3.387096774	3.326530612
46100	4271	4	3.35483871	3.346938776
46120	4275	4	3.322580645	3.306122449
46140	4279	2	3.322580645	3.265306122
46160	4281	2	3.387096774	3.265306122
46180	4283	2	3.451612903	3.285714286
46200	4285	4	3.516129032	3.306122449
46220	4289	3	3.516129032	3.306122449
46240	4292	4	3.548387097	3.285714286
46260	4296	4	3.516129032	3.265306122
46280	4300	4	3.516129032	3.265306122
46300	4304	2	3.516129032	3.224489796
46320	4306	3	3.516129032	3.265306122
46340	4309	4	3.483870968	3.244897959
46360	4313	2	3.419354839	3.163265306
46380	4315	3	3.419354839	3.183673469
46400	4318	4	3.419354839	3.244897959
46420	4322	4	3.387096774	3.204081633
46440	4326	2	3.387096774	3.163265306
46460	4328	4	3.451612903	3.163265306
46480	4332	4	3.387096774	3.12244898
46500	4336	3	3.322580645	3.12244898
46520	4339	5	3.290322581	3.142857143
46540	4344	4	3.225806452	3.12244898
46560	4348	4	3.193548387	3.081632653
46580	4352	3	3.193548387	3.040816327
46600	4355	3	3.161290323	3.020408163
46620	4358	4	3.161290323	3
46640	4362	3	3.161290323	2.959183673
46660	4365	4	3.129032258	2.93877551
46680	4369	4	3.129032258	2.918367347
46700	4373	2	3.064516129	2.87755102
46720	4375	3	3	2.897959184
46740	4378	4	3	2.918367347
46760	4382	4	3.064516129	2.918367347
46780	4386	4	3	2.918367347
46800	4390	4	2.935483871	2.918367347
46820	4394	4	2.870967742	2.87755102
46840	4398	4	2.806451613	2.836734694
46860	4402	3	2.806451613	2.795918367
46880	4405	4	2.838709677	2.775510204
46900	4409	4	2.838709677	2.734693878
46920	4413	2	2.774193548	2.693877551
46940	4415	2	2.774193548	2.693877551
46960	4417	2	2.774193548	2.734693878
46980	4419	2	2.774193548	2.755102041
47000	4421	3	2.774193548	2.795918367
47020	4424	3	2.741935484	2.775510204
47040	4427	4	2.741935484	2.755102041
47060	4431	4	2.677419355	2.734693878
47080	4435	2	2.64516129	2.734693878
47100	4437	2	2.709677419	2.734693878
47120	4439	2	2.774193548	2.734693878
47140	4441	3	2.838709677	2.734693878
47160	4444	3	2.870967742	2.775510204
47180	4447	4	2.838709677	2.755102041
47200	4451	2	2.774193548	2.714285714
47220	4453	3	2.774193548	2.714285714
47240	4456	4	2.741935484	2.693877551
47260	4460	2	2.677419355	2.632653061
47280	4462	4	2.677419355	2.653061224
47300	4466	2	2.612903226	2.673469388
47320	4468	0	2.677419355	2.673469388
47340	4468	3	2.774193548	2.714285714
47360	4471	6	2.806451613	2.693877551
47380	4477	2	2.677419355	2.612244898
47400	4479	2	2.677419355	2.653061224
47420	4481	2	2.709677419	2.653061224
47440	4483	2	2.774193548	2.693877551
47460	4485	4	2.774193548	2.693877551
47480	4489	4	2.709677419	2.653061224
47500	4493	4	2.64516129	2.591836735
47520	4497	2	2.677419355	2.551020408
47540	4499	2	2.677419355	2.551020408
47560	4501	2	2.677419355	2.530612245
47580	4503	2	2.677419355	2.571428571
47600	4505	2	2.677419355	2.612244898
47620	4507	2	2.64516129	2.653061224
47640	4509	3	2.677419355	2.653061224
47660	4512	2	2.741935484	2.632653061
47680	4514	3	2.741935484	2.632653061
47700	4517	4	2.709677419	2.612244898
47720	4521	4	2.64516129	2.591836735
47740	4525	4	2.580645161	2.591836735
47760	4529	4	2.580645161	2.591836735
47780	4533	2	2.516129032	2.591836735
47800	4535	2	2.580645161	2.591836735
47820	4537	2	2.580645161	2.632653061
47840	4539	2	2.580645161	2.673469388
47860	4541	2	2.548387097	2.673469388
47880	4543	2	2.548387097	2.673469388
47900	4545	2	2.548387097	2.693877551
47920	4547	4	2.516129032	2.734693878
47940	4551	3	2.516129032	2.734693878
47960	4554	4	2.548387097	2.714285714
47980	4558	2	2.548387097	2.653061224
48000	4560	2	2.548387097	2.653061224
48020	4562	3	2.548387097	2.673469388
48040	4565	4	2.516129032	2.653061224
48060	4569	2	2.451612903	2.653061224
48080	4571	2	2.483870968	2.693877551
48100	4573	2	2.548387097	2.734693878
48120	4575	5	2.612903226	2.775510204
48140	4580	2	2.580645161	2.755102041
48160	4582	2	2.580645161	2.795918367
48180	4584	2	2.64516129	2.836734694
48200	4586	2	2.709677419	2.857142857
48220	4588	1	2.709677419	2.87755102
48240	4589	3	2.741935484	2.918367347
48260	4592	5	2.741935484	2.918367347
48280	4597	2	2.709677419	2.897959184
48300	4599	2	2.774193548	2.87755102
48320	4601	2	2.774193548	2.87755102
48340	4603	2	2.741935484	2.918367347
48360	4605	4	2.741935484	2.959183673
48380	4609	2	2.709677419	2.959183673
48400	4611	4	2.709677419	3
48420	4615	2	2.709677419	2.959183673
48440	4617	2	2.774193548	3
48460	4619	1	2.838709677	3.040816327
48480	4620	2	2.935483871	3.081632653
48500	4622	2	3	3.102040816
48520	4624	1	3.064516129	3.12244898
48540	4625	4	3.161290323	3.183673469
48560	4629	4	3.129032258	3.183673469
48580	4633	4	3.096774194	3.142857143
48600	4637	2	3.064516129	3.102040816
48620	4639	2	3.096774194	3.102040816
48640	4641	2	3.161290323	3.142857143
48660	4643	2	3.129032258	3.163265306
48680	4645	3	3.129032258	3.204081633
48700	4648	4	3.161290323	3.183673469
48720	4652	4	3.161290323	3.142857143
48740	4656	4	3.161290323	3.142857143
48760	4660	2	3.161290323	3.142857143
48780	4662	4	3.161290323	3.142857143
48800	4666	4	3.161290323	3.12244898
48820	4670	2	3.161290323	3.102040816
48840	4672	2	3.193548387	3.12244898
48860	4674	3	3.225806452	3.163265306
48880	4677	4	3.225806452	3.183673469
48900	4681	4	3.225806452	3.183673469
48920	4685	2	3.225806452	3.183673469
48940	4687	1	3.225806452	3.224489796
48960	4688	2	3.258064516	3.285714286
48980	4690	3	3.258064516	3.326530612
49000	4693	2	3.290322581	3.346938776
49020	4695	4	3.322580645	3.346938776
49040	4699	4	3.322580645	3.306122449
49060	4703	4	3.258064516	3.306122449
49080	4707	4	3.193548387	3.306122449
49100	4711	4	3.193548387	3.306122449
49120	4715	4	3.193548387	3.285714286
49140	4719	4	3.129032258	3.285714286
49160	4723	3	3.096774194	3.285714286
49180	4726	3	3.096774194	3.306122449
49200	4729	3	3.096774194	3.326530612
49220	4732	3	3.129032258	3.346938776
49240	4735	4	3.161290323	3.367346939
49260	4739	1	3.161290323	3.367346939
49280	4740	2	3.258064516	3.428571429
49300	4742	4	3.322580645	3.469387755
49320	4746	4	3.322580645	3.469387755
49340	4750	4	3.322580645	3.469387755
49360	4754	4	3.322580645	3.469387755
49380	4758	2	3.258064516	3.469387755
49400	4760	4	3.258064516	3.510204082
49420	4764	4	3.258064516	3.469387755
49440	4768	3	3.258064516	3.448979592
49460	4771	3	3.290322581	3.448979592
49480	4774	3	3.290322581	3.469387755
49500	4777	4	3.322580645	3.448979592
49520	4781	4	3.322580645	3.408163265
49540	4785	2	3.322580645	3.408163265
49560	4787	2	3.387096774	3.428571429
49580	4789	2	3.451612903	3.469387755
49600	4791	4	3.516129032	3.489795918
49620	4795	3	3.516129032	3.489795918
49640	4798	4	3.548387097	3.510204082
49660	4802	2	3.548387097	3.469387755
49680	4804	2	3.612903226	3.469387755
49700	4806	4	3.677419355	3.448979592
49720	4810	4	3.677419355	3.448979592
49740	4814	2	3.677419355	3.448979592
49760	4816	3	3.741935484	3.489795918
49780	4819	3	3.709677419	3.510204082
49800	4822	3	3.709677419	3.530612245
49820	4825	4	3.709677419	3.510204082
49840	4829	4	3.709677419	3.510204082
49860	4833	4	3.64516129	3.510204082
49880	4837	4	3.580645161	3.469387755
49900	4841	4	3.580645161	3.469387755
49920	4845	4	3.548387097	3.469387755
49940	4849	4	3.548387097	3.428571429
49960	4853	4	3.516129032	3.428571429
49980	4857	2	3.516129032	3.428571429
50000	4859	2	3.580645161	3.448979592
50020	4861	4	3.580645161	3.469387755
50040	4865	4	3.516129032	3.469387755
50060	4869	4	3.419354839	3.469387755
50080	4873	3	3.419354839	3.469387755
50100	4876	4	3.451612903	3.489795918
50120	4880	4	3.451612903	3.489795918
50140	4884	4	3.451612903	3.489795918
50160	4888	4	3.451612903	3.448979592
50180	4892	4	3.387096774	3.408163265
50200	4896	4	3.387096774	3.367346939
50220	4900	4	3.387096774	3.326530612
50240	4904	4	3.322580645	3.306122449
50260	4908	4	3.322580645	3.285714286
50280	4912	4	3.322580645	3.285714286
50300	4916	4	3.258064516	3.244897959
50320	4920	4	3.258064516	3.204081633
50340	4924	4	3.258064516	3.163265306
50360	4928	4	3.225806452	3.163265306
50380	4932	2	3.193548387	3.12244898
50400	4934	3	3.258064516	3.102040816
50420	4937	3	3.290322581	3.102040816
50440	4940	4	3.322580645	3.142857143
50460	4944	2	3.322580645	3.102040816
50480	4946	2	3.387096774	3.102040816
50500	4948	4	3.451612903	3.102040816
50520	4952	3	3.387096774	3.06122449
50540	4955	4	3.35483871	3.040816327
50560	4959	3	3.290322581	3
50580	4962	4	3.258064516	2.979591837
50600	4966	4	3.225806452	2.959183673
50620	4970	2	3.193548387	2.959183673
50640	4972	2	3.258064516	2.959183673
50660	4974	1	3.258064516	2.959183673
50680	4975	4	3.290322581	2.979591837
50700	4979	4	3.225806452	2.979591837
50720	4983	4	3.225806452	2.959183673
50740	4987	4	3.161290323	2.918367347
50760	4991	4	3.064516129	2.918367347
50780	4995	2	3.032258065	2.918367347
50800	4997	4	3.129032258	2.959183673
50820	5001	4	3.064516129	2.959183673
50840	5005	2	3	2.959183673
50860	5007	4	3	3
50880	5011	4	2.935483871	3
50900	5015	2	2.870967742	3
50920	5017	4	2.870967742	3.020408163
50940	5021	4	2.806451613	3.020408163
50960	5025	3	2.774193548	3.020408163
50980	5028	3	2.806451613	3.020408163
51000	5031	4	2.774193548	3.040816327
51020	5035	4	2.709677419	3.040816327
51040	5039	4	2.64516129	3
51060	5043	4	2.64516129	2.959183673
51080	5047	4	2.612903226	2.93877551
51100	5051	4	2.548387097	2.93877551
51120	5055	2	2.548387097	2.93877551
51140	5057	2	2.612903226	2.93877551
51160	5059	2	2.677419355	2.93877551
51180	5061	2	2.741935484	2.979591837
51200	5063	3	2.806451613	3.020408163
51220	5066	3	2.838709677	3.040816327
51240	5069	4	2.870967742	3.06122449
51260	5073	2	2.870967742	3.06122449
51280	5075	2	2.903225806	3.081632653
51300	5077	2	2.967741935	3.102040816
51320	5079	4	3.032258065	3.183673469
51340	5083	2	3	3.142857143
51360	5085	1	3.064516129	3.142857143
51380	5086	3	3.161290323	3.163265306
51400	5089	5	3.129032258	3.142857143
51420	5094	2	3.032258065	3.081632653
51440	5096	2	3.064516129	3.12244898
51460	5098	2	3.129032258	3.163265306
51480	5100	2	3.193548387	3.204081633
51500	5102	2	3.193548387	3.224489796
51520	5104	2	3.193548387	3.204081633
51540	5106	2	3.258064516	3.204081633
51560	5108	3	3.322580645	3.204081633
51580	5111	4	3.35483871	3.224489796
51600	5115	2	3.35483871	3.183673469
51620	5117	2	3.419354839	3.183673469
51640	5119	2	3.451612903	3.183673469
51660	5121	4	3.483870968	3.183673469
51680	5125	3	3.548387097	3.142857143
51700	5128	2	3.516129032	3.12244898
51720	5130	4	3.516129032	3.163265306
51740	5134	4	3.451612903	3.12244898
51760	5138	4	3.387096774	3.12244898
51780	5142	4	3.322580645	3.12244898
51800	5146	4	3.322580645	3.12244898
51820	5150	4	3.322580645	3.12244898
51840	5154	4	3.322580645	3.081632653
51860	5158	4	3.290322581	3.040816327
51880	5162	3	3.193548387	3.020408163
51900	5165	4	3.161290323	3.020408163
51920	5169	4	3.096774194	3.020408163
51940	5173	3	3.096774194	3.020408163
51960	5176	4	3.064516129	3.06122449
51980	5180	4	3	3.06122449
52000	5184	2	2.935483871	3.040816327
52020	5186	2	2.935483871	3.081632653
52040	5188	3	2.935483871	3.142857143
52060	5191	4	2.903225806	3.163265306
52080	5195	4	2.903225806	3.163265306
52100	5199	2	2.838709677	3.142857143
52120	5201	2	2.903225806	3.183673469
52140	5203	4	2.967741935	3.183673469
52160	5207	4	2.967741935	3.142857143
52180	5211	4	2.967741935	3.142857143
52200	5215	4	2.903225806	3.142857143
52220	5219	4	2.838709677	3.142857143
52240	5223	3	2.806451613	3.102040816
52260	5226	3	2.806451613	3.081632653
52280	5229	6	2.838709677	3.102040816
52300	5235	2	2.774193548	3.040816327
52320	5237	2	2.870967742	3.040816327
52340	5239	2	2.935483871	3.020408163
52360	5241	2	2.967741935	3.06122449
52380	5243	2	3.032258065	3.102040816
52400	5245	4	3.129032258	3.142857143
52420	5249	4	3.129032258	3.142857143
52440	5253	4	3.129032258	3.142857143
52460	5257	3	3.096774194	3.12244898
52480	5260	1	3.129032258	3.12244898
52500	5261	2	3.161290323	3.163265306
52520	5263	2	3.161290323	3.183673469
52540	5265	4	3.225806452	3.204081633
52560	5269	2	3.225806452	3.204081633
52580	5271	2	3.290322581	3.244897959
52600	5273	2	3.290322581	3.285714286
52620	5275	2	3.290322581	3.326530612
52640	5277	2	3.35483871	3.326530612
52660	5279	2	3.387096774	3.326530612
52680	5281	4	3.387096774	3.367346939
52700	5285	2	3.290322581	3.346938776
52720	5287	4	3.35483871	3.387755102
52740	5291	4	3.35483871	3.408163265
52760	5295	4	3.35483871	3.387755102
52780	5299	4	3.35483871	3.367346939
52800	5303	2	3.35483871	3.306122449
52820	5305	2	3.387096774	3.326530612
52840	5307	3	3.419354839	3.367346939
52860	5310	3	3.419354839	3.346938776
52880	5313	4	3.419354839	3.326530612
52900	5317	4	3.387096774	3.326530612
52920	5321	5	3.387096774	3.346938776
52940	5326	4	3.35483871	3.326530612
52960	5330	3	3.35483871	3.326530612
52980	5333	4	3.387096774	3.346938776
53000	5337	5	3.322580645	3.306122449
53020	5342	4	3.225806452	3.244897959
53040	5346	4	3.225806452	3.244897959
53060	5350	3	3.193548387	3.244897959
53080	5353	4	3.225806452	3.265306122
53100	5357	2	3.258064516	3.244897959
53120	5359	2	3.290322581	3.244897959
53140	5361	4	3.322580645	3.244897959
53160	5365	4	3.225806452	3.204081633
53180	5369	4	3.193548387	3.163265306
53200	5373	2	3.193548387	3.163265306
53220	5375	2	3.193548387	3.204081633
53240	5377	4	3.193548387	3.244897959
53260	5381	3	3.193548387	3.204081633
53280	5384	2	3.258064516	3.183673469
53300	5386	1	3.322580645	3.183673469
53320	5387	4	3.419354839	3.204081633
53340	5391	4	3.419354839	3.204081633
53360	5395	4	3.35483871	3.204081633
53380	5399	4	3.290322581	3.204081633
53400	5403	4	3.290322581	3.204081633
53420	5407	3	3.290322581	3.163265306
53440	5410	3	3.322580645	3.142857143
53460	5413	3	3.322580645	3.142857143
53480	5416	3	3.290322581	3.163265306
53500	5419	3	3.258064516	3.183673469
53520	5422	4	3.225806452	3.163265306
53540	5426	4	3.161290323	3.12244898
53560	5430	4	3.161290323	3.081632653
53580	5434	4	3.161290323	3.081632653
53600	5438	2	3.161290323	3.081632653
53620	5440	2	3.161290323	3.12244898
53640	5442	4	3.161290323	3.142857143
53660	5446	3	3.096774194	3.142857143
53680	5449	4	3.064516129	3.142857143
53700	5453	5	3.064516129	3.12244898
53720	5458	3	3.032258065	3.142857143
53740	5461	3	3.064516129	3.163265306
53760	5464	1	3.096774194	3.183673469
53780	5465	3	3.129032258	3.224489796
53800	5468	4	3.096774194	3.244897959
53820	5472	2	3.064516129	3.204081633
53840	5474	2	3.129032258	3.204081633
53860	5476	4	3.193548387	3.244897959
53880	5480	5	3.129032258	3.244897959
53900	5485	4	3.032258065	3.204081633
53920	5489	4	2.967741935	3.204081633
53940	5493	4	2.967741935	3.204081633
53960	5497	2	2.967741935	3.204081633
53980	5499	2	3.032258065	3.244897959
54000	5501	4	3.064516129	3.285714286
54020	5505	4	3.064516129	3.285714286
54040	5509	4	3.032258065	3.244897959
54060	5513	3	3	3.204081633
54080	5516	2	3.096774194	3.183673469
54100	5518	2	3.161290323	3.183673469
54120	5520	2	3.225806452	3.183673469
54140	5522	2	3.258064516	3.183673469
